datetime,site_name,county,county_display,site_name_display,aqi,pm25,pseudo_anomaly,zscore_anomaly,isolation_forest_anomaly,anomaly_score,is_anomaly
2026-07-09 21:00:00,安南測站,臺南市,臺南市,安南測站,80.8,49.6,1,0,0,0.3333333333333333,0
2026-07-09 22:00:00,安南測站,臺南市,臺南市,安南測站,71.9,42.7,1,0,0,0.3333333333333333,0
2026-07-09 23:00:00,安南測站,臺南市,臺南市,安南測站,74.8,41.9,1,0,0,0.3333333333333333,0
2026-07-10 00:00:00,安南測站,臺南市,臺南市,安南測站,78.7,45.7,1,0,0,0.3333333333333333,0
2026-07-10 01:00:00,安南測站,臺南市,臺南市,安南測站,64.6,43.0,1,0,0,0.3333333333333333,0
2026-07-10 02:00:00,安南測站,臺南市,臺南市,安南測站,80.9,46.6,1,0,0,0.3333333333333333,0
2026-07-10 03:00:00,安南測站,臺南市,臺南市,安南測站,64.4,40.9,1,0,0,0.3333333333333333,0
2026-07-10 04:00:00,安南測站,臺南市,臺南市,安南測站,68.2,47.1,1,0,0,0.3333333333333333,0
2026-07-10 05:00:00,安南測站,臺南市,臺南市,安南測站,77.1,46.3,1,0,0,0.3333333333333333,0
2026-07-10 06:00:00,安南測站,臺南市,臺南市,安南測站,89.7,47.3,1,0,0,0.3333333333333333,0
2026-07-10 07:00:00,安南測站,臺南市,臺南市,安南測站,75.0,48.3,1,0,0,0.3333333333333333,0
2026-07-10 08:00:00,安南測站,臺南市,臺南市,安南測站,98.1,56.5,1,1,1,1.0,1
2026-07-10 09:00:00,安南測站,臺南市,臺南市,安南測站,85.3,45.5,1,0,1,0.6666666666666666,1
2026-07-10 10:00:00,安南測站,臺南市,臺南市,安南測站,82.3,50.6,1,0,0,0.3333333333333333,0
2026-07-10 11:00:00,安南測站,臺南市,臺南市,安南測站,78.1,46.8,1,0,0,0.3333333333333333,0
2026-07-10 12:00:00,安南測站,臺南市,臺南市,安南測站,70.9,45.9,1,0,0,0.3333333333333333,0
2026-07-10 13:00:00,安南測站,臺南市,臺南市,安南測站,66.5,38.5,1,0,0,0.3333333333333333,0
2026-07-10 14:00:00,安南測站,臺南市,臺南市,安南測站,71.4,46.5,1,0,0,0.3333333333333333,0
2026-07-10 15:00:00,安南測站,臺南市,臺南市,安南測站,76.8,45.5,1,0,0,0.3333333333333333,0
2026-07-10 16:00:00,安南測站,臺南市,臺南市,安南測站,76.7,42.0,1,0,0,0.3333333333333333,0
2026-07-10 17:00:00,安南測站,臺南市,臺南市,安南測站,80.6,46.4,1,0,0,0.3333333333333333,0
2026-07-10 18:00:00,安南測站,臺南市,臺南市,安南測站,81.7,46.9,1,0,0,0.3333333333333333,0
2026-07-10 19:00:00,安南測站,臺南市,臺南市,安南測站,80.7,51.9,1,0,0,0.3333333333333333,0
2026-07-10 20:00:00,安南測站,臺南市,臺南市,安南測站,84.9,47.2,1,0,0,0.3333333333333333,0
2026-07-10 21:00:00,安南測站,臺南市,臺南市,安南測站,76.6,54.0,1,0,1,0.6666666666666666,1
2026-07-10 22:00:00,安南測站,臺南市,臺南市,安南測站,81.4,46.0,1,0,0,0.3333333333333333,0
2026-07-10 23:00:00,安南測站,臺南市,臺南市,安南測站,79.9,47.2,1,0,0,0.3333333333333333,0
2026-07-11 00:00:00,安南測站,臺南市,臺南市,安南測站,79.0,45.0,1,0,0,0.3333333333333333,0
2026-07-11 01:00:00,安南測站,臺南市,臺南市,安南測站,68.5,41.2,1,0,0,0.3333333333333333,0
2026-07-11 02:00:00,安南測站,臺南市,臺南市,安南測站,70.3,45.8,1,0,0,0.3333333333333333,0
2026-07-11 03:00:00,安南測站,臺南市,臺南市,安南測站,73.4,39.8,1,0,0,0.3333333333333333,0
2026-07-11 04:00:00,安南測站,臺南市,臺南市,安南測站,72.3,45.0,1,1,0,0.6666666666666666,1
2026-07-11 05:00:00,安南測站,臺南市,臺南市,安南測站,86.3,50.3,1,0,0,0.3333333333333333,0
2026-07-11 06:00:00,安南測站,臺南市,臺南市,安南測站,86.0,46.3,1,0,0,0.3333333333333333,0
2026-07-11 07:00:00,安南測站,臺南市,臺南市,安南測站,85.7,48.1,1,0,0,0.3333333333333333,0
2026-07-11 08:00:00,安南測站,臺南市,臺南市,安南測站,83.5,40.3,1,1,0,0.6666666666666666,1
2026-07-11 09:00:00,安南測站,臺南市,臺南市,安南測站,75.6,42.7,1,0,0,0.3333333333333333,0
2026-07-11 10:00:00,安南測站,臺南市,臺南市,安南測站,73.0,45.7,1,0,0,0.3333333333333333,0
2026-07-11 11:00:00,安南測站,臺南市,臺南市,安南測站,68.8,43.7,1,0,0,0.3333333333333333,0
2026-07-11 12:00:00,安南測站,臺南市,臺南市,安南測站,74.7,46.0,1,0,0,0.3333333333333333,0
2026-07-11 13:00:00,安南測站,臺南市,臺南市,安南測站,77.0,45.6,1,0,0,0.3333333333333333,0
2026-07-11 14:00:00,安南測站,臺南市,臺南市,安南測站,82.4,40.7,1,0,0,0.3333333333333333,0
2026-07-11 15:00:00,安南測站,臺南市,臺南市,安南測站,72.5,49.5,1,0,0,0.3333333333333333,0
2026-07-11 16:00:00,安南測站,臺南市,臺南市,安南測站,88.2,45.7,1,0,0,0.3333333333333333,0
2026-07-11 17:00:00,安南測站,臺南市,臺南市,安南測站,92.8,48.2,1,0,0,0.3333333333333333,0
2026-07-11 18:00:00,安南測站,臺南市,臺南市,安南測站,83.7,46.1,1,0,0,0.3333333333333333,0
2026-07-11 19:00:00,安南測站,臺南市,臺南市,安南測站,85.7,46.3,1,0,0,0.3333333333333333,0
2026-07-11 20:00:00,安南測站,臺南市,臺南市,安南測站,81.6,48.8,1,0,0,0.3333333333333333,0
2026-07-11 21:00:00,安南測站,臺南市,臺南市,安南測站,79.6,49.5,1,0,0,0.3333333333333333,0
2026-07-11 22:00:00,安南測站,臺南市,臺南市,安南測站,84.9,42.0,1,0,0,0.3333333333333333,0
2026-07-11 23:00:00,安南測站,臺南市,臺南市,安南測站,76.7,41.8,1,0,0,0.3333333333333333,0
2026-07-12 00:00:00,安南測站,臺南市,臺南市,安南測站,71.7,42.9,1,0,0,0.3333333333333333,0
2026-07-12 01:00:00,安南測站,臺南市,臺南市,安南測站,74.0,45.5,1,0,0,0.3333333333333333,0
2026-07-12 02:00:00,安南測站,臺南市,臺南市,安南測站,76.0,49.8,1,0,0,0.3333333333333333,0
2026-07-12 03:00:00,安南測站,臺南市,臺南市,安南測站,70.2,42.0,1,0,0,0.3333333333333333,0
2026-07-12 04:00:00,安南測站,臺南市,臺南市,安南測站,77.9,47.9,1,0,0,0.3333333333333333,0
2026-07-12 05:00:00,安南測站,臺南市,臺南市,安南測站,87.5,47.7,1,0,0,0.3333333333333333,0
2026-07-12 06:00:00,安南測站,臺南市,臺南市,安南測站,87.7,50.3,1,0,0,0.3333333333333333,0
2026-07-12 07:00:00,安南測站,臺南市,臺南市,安南測站,80.1,45.1,1,0,0,0.3333333333333333,0
2026-07-12 08:00:00,安南測站,臺南市,臺南市,安南測站,91.4,53.8,1,0,0,0.3333333333333333,0
2026-07-12 09:00:00,安南測站,臺南市,臺南市,安南測站,87.1,50.8,1,0,0,0.3333333333333333,0
2026-07-12 10:00:00,安南測站,臺南市,臺南市,安南測站,77.8,44.5,1,0,0,0.3333333333333333,0
2026-07-12 11:00:00,安南測站,臺南市,臺南市,安南測站,81.2,48.9,1,0,0,0.3333333333333333,0
2026-07-12 12:00:00,安南測站,臺南市,臺南市,安南測站,71.2,51.5,1,0,0,0.3333333333333333,0
2026-07-12 13:00:00,安南測站,臺南市,臺南市,安南測站,71.7,45.1,1,0,0,0.3333333333333333,0
2026-07-12 14:00:00,安南測站,臺南市,臺南市,安南測站,74.7,47.1,1,0,0,0.3333333333333333,0
2026-07-12 15:00:00,安南測站,臺南市,臺南市,安南測站,80.6,46.5,1,0,0,0.3333333333333333,0
2026-07-12 16:00:00,安南測站,臺南市,臺南市,安南測站,83.7,47.2,1,0,0,0.3333333333333333,0
2026-07-12 17:00:00,安南測站,臺南市,臺南市,安南測站,88.0,49.3,1,0,0,0.3333333333333333,0
2026-07-12 18:00:00,安南測站,臺南市,臺南市,安南測站,86.7,45.8,1,0,0,0.3333333333333333,0
2026-07-12 19:00:00,安南測站,臺南市,臺南市,安南測站,83.8,46.3,1,0,0,0.3333333333333333,0
2026-07-12 20:00:00,安南測站,臺南市,臺南市,安南測站,82.9,46.8,1,0,0,0.3333333333333333,0
2026-07-12 21:00:00,安南測站,臺南市,臺南市,安南測站,80.2,48.3,1,0,0,0.3333333333333333,0
2026-07-12 22:00:00,安南測站,臺南市,臺南市,安南測站,88.6,45.5,1,0,0,0.3333333333333333,0
2026-07-12 23:00:00,安南測站,臺南市,臺南市,安南測站,74.4,47.8,1,0,0,0.3333333333333333,0
2026-07-13 00:00:00,安南測站,臺南市,臺南市,安南測站,82.4,44.3,1,0,0,0.3333333333333333,0
2026-07-13 01:00:00,安南測站,臺南市,臺南市,安南測站,78.1,44.4,1,0,0,0.3333333333333333,0
2026-07-13 02:00:00,安南測站,臺南市,臺南市,安南測站,85.3,45.4,1,0,0,0.3333333333333333,0
2026-07-13 03:00:00,安南測站,臺南市,臺南市,安南測站,83.6,44.8,1,0,0,0.3333333333333333,0
2026-07-13 04:00:00,安南測站,臺南市,臺南市,安南測站,91.0,45.4,1,0,0,0.3333333333333333,0
2026-07-13 05:00:00,安南測站,臺南市,臺南市,安南測站,81.9,47.0,1,0,0,0.3333333333333333,0
2026-07-13 06:00:00,安南測站,臺南市,臺南市,安南測站,90.4,48.7,1,0,0,0.3333333333333333,0
2026-07-13 07:00:00,安南測站,臺南市,臺南市,安南測站,85.5,49.0,1,0,0,0.3333333333333333,0
2026-07-13 08:00:00,安南測站,臺南市,臺南市,安南測站,81.3,44.5,1,0,0,0.3333333333333333,0
2026-07-13 09:00:00,安南測站,臺南市,臺南市,安南測站,97.4,55.0,1,0,1,0.6666666666666666,1
2026-07-13 10:00:00,安南測站,臺南市,臺南市,安南測站,86.7,50.6,1,0,0,0.3333333333333333,0
2026-07-13 11:00:00,安南測站,臺南市,臺南市,安南測站,84.3,52.0,1,0,0,0.3333333333333333,0
2026-07-13 12:00:00,安南測站,臺南市,臺南市,安南測站,73.3,47.5,1,0,0,0.3333333333333333,0
2026-07-13 13:00:00,安南測站,臺南市,臺南市,安南測站,73.5,39.6,1,0,0,0.3333333333333333,0
2026-07-13 14:00:00,安南測站,臺南市,臺南市,安南測站,83.1,44.3,1,0,0,0.3333333333333333,0
2026-07-13 15:00:00,安南測站,臺南市,臺南市,安南測站,87.8,43.0,1,0,0,0.3333333333333333,0
2026-07-13 16:00:00,安南測站,臺南市,臺南市,安南測站,79.7,47.3,1,0,0,0.3333333333333333,0
2026-07-13 17:00:00,安南測站,臺南市,臺南市,安南測站,81.9,39.4,1,0,0,0.3333333333333333,0
2026-07-13 18:00:00,安南測站,臺南市,臺南市,安南測站,84.4,46.2,1,0,0,0.3333333333333333,0
2026-07-13 19:00:00,安南測站,臺南市,臺南市,安南測站,82.5,46.9,1,1,0,0.6666666666666666,1
2026-07-13 20:00:00,安南測站,臺南市,臺南市,安南測站,69.8,45.4,1,0,0,0.3333333333333333,0
2026-07-13 21:00:00,安南測站,臺南市,臺南市,安南測站,81.3,46.0,1,0,0,0.3333333333333333,0
2026-07-13 22:00:00,安南測站,臺南市,臺南市,安南測站,78.1,49.0,1,0,0,0.3333333333333333,0
2026-07-13 23:00:00,安南測站,臺南市,臺南市,安南測站,77.1,46.2,1,0,0,0.3333333333333333,0
2026-07-14 00:00:00,安南測站,臺南市,臺南市,安南測站,82.2,47.7,1,0,0,0.3333333333333333,0
2026-07-14 01:00:00,安南測站,臺南市,臺南市,安南測站,67.1,40.6,1,0,0,0.3333333333333333,0
2026-07-14 02:00:00,安南測站,臺南市,臺南市,安南測站,67.3,40.7,1,0,0,0.3333333333333333,0
2026-07-14 03:00:00,安南測站,臺南市,臺南市,安南測站,71.8,42.7,1,0,0,0.3333333333333333,0
2026-07-14 04:00:00,安南測站,臺南市,臺南市,安南測站,78.9,44.2,1,0,0,0.3333333333333333,0
2026-07-14 05:00:00,安南測站,臺南市,臺南市,安南測站,78.8,50.0,1,0,0,0.3333333333333333,0
2026-07-14 06:00:00,安南測站,臺南市,臺南市,安南測站,71.7,42.3,1,0,0,0.3333333333333333,0
2026-07-14 07:00:00,安南測站,臺南市,臺南市,安南測站,86.5,42.5,1,0,0,0.3333333333333333,0
2026-07-14 08:00:00,安南測站,臺南市,臺南市,安南測站,80.9,41.2,1,0,0,0.3333333333333333,0
2026-07-14 09:00:00,安南測站,臺南市,臺南市,安南測站,75.7,45.4,1,0,0,0.3333333333333333,0
2026-07-14 10:00:00,安南測站,臺南市,臺南市,安南測站,83.1,50.0,1,0,0,0.3333333333333333,0
2026-07-14 11:00:00,安南測站,臺南市,臺南市,安南測站,81.0,44.3,1,0,0,0.3333333333333333,0
2026-07-14 12:00:00,安南測站,臺南市,臺南市,安南測站,77.2,45.4,1,0,0,0.3333333333333333,0
2026-07-14 13:00:00,安南測站,臺南市,臺南市,安南測站,72.9,43.3,1,0,0,0.3333333333333333,0
2026-07-14 14:00:00,安南測站,臺南市,臺南市,安南測站,78.4,52.2,1,0,0,0.3333333333333333,0
2026-07-14 15:00:00,安南測站,臺南市,臺南市,安南測站,79.7,40.6,1,0,0,0.3333333333333333,0
2026-07-14 16:00:00,安南測站,臺南市,臺南市,安南測站,71.3,43.7,1,0,0,0.3333333333333333,0
2026-07-14 17:00:00,安南測站,臺南市,臺南市,安南測站,82.7,43.7,1,0,0,0.3333333333333333,0
2026-07-14 18:00:00,安南測站,臺南市,臺南市,安南測站,82.1,45.4,1,0,0,0.3333333333333333,0
2026-07-14 19:00:00,安南測站,臺南市,臺南市,安南測站,76.0,43.1,1,0,0,0.3333333333333333,0
2026-07-14 20:00:00,安南測站,臺南市,臺南市,安南測站,81.3,44.5,1,0,0,0.3333333333333333,0
2026-07-14 21:00:00,安南測站,臺南市,臺南市,安南測站,71.3,45.7,1,0,0,0.3333333333333333,0
2026-07-14 22:00:00,安南測站,臺南市,臺南市,安南測站,78.3,40.8,1,0,0,0.3333333333333333,0
2026-07-14 23:00:00,安南測站,臺南市,臺南市,安南測站,68.7,38.8,1,0,0,0.3333333333333333,0
2026-07-15 00:00:00,安南測站,臺南市,臺南市,安南測站,69.2,42.7,1,0,0,0.3333333333333333,0
2026-07-15 01:00:00,安南測站,臺南市,臺南市,安南測站,66.8,45.6,1,0,0,0.3333333333333333,0
2026-07-15 02:00:00,安南測站,臺南市,臺南市,安南測站,77.9,47.0,1,0,0,0.3333333333333333,0
2026-07-15 03:00:00,安南測站,臺南市,臺南市,安南測站,64.6,38.4,1,0,0,0.3333333333333333,0
2026-07-15 04:00:00,安南測站,臺南市,臺南市,安南測站,73.6,39.3,1,0,0,0.3333333333333333,0
2026-07-15 05:00:00,安南測站,臺南市,臺南市,安南測站,79.3,45.4,1,0,0,0.3333333333333333,0
2026-07-15 06:00:00,安南測站,臺南市,臺南市,安南測站,75.1,43.5,1,0,0,0.3333333333333333,0
2026-07-15 07:00:00,安南測站,臺南市,臺南市,安南測站,82.6,47.3,1,0,0,0.3333333333333333,0
2026-07-15 08:00:00,安南測站,臺南市,臺南市,安南測站,82.3,44.4,1,0,0,0.3333333333333333,0
2026-07-15 09:00:00,安南測站,臺南市,臺南市,安南測站,77.8,48.9,1,0,0,0.3333333333333333,0
2026-07-15 10:00:00,安南測站,臺南市,臺南市,安南測站,82.7,46.3,1,0,0,0.3333333333333333,0
2026-07-15 11:00:00,安南測站,臺南市,臺南市,安南測站,71.1,41.4,1,0,0,0.3333333333333333,0
2026-07-15 12:00:00,安南測站,臺南市,臺南市,安南測站,78.1,52.9,1,0,0,0.3333333333333333,0
2026-07-15 13:00:00,安南測站,臺南市,臺南市,安南測站,68.2,42.7,1,0,0,0.3333333333333333,0
2026-07-15 14:00:00,安南測站,臺南市,臺南市,安南測站,72.2,44.9,1,0,0,0.3333333333333333,0
2026-07-15 15:00:00,安南測站,臺南市,臺南市,安南測站,87.3,46.8,1,0,0,0.3333333333333333,0
2026-07-15 16:00:00,安南測站,臺南市,臺南市,安南測站,73.4,44.4,1,0,0,0.3333333333333333,0
2026-07-15 17:00:00,安南測站,臺南市,臺南市,安南測站,89.8,51.2,1,0,1,0.6666666666666666,1
2026-07-15 18:00:00,安南測站,臺南市,臺南市,安南測站,80.5,48.6,1,0,0,0.3333333333333333,0
2026-07-15 19:00:00,安南測站,臺南市,臺南市,安南測站,83.7,50.1,1,0,0,0.3333333333333333,0
2026-07-15 20:00:00,安南測站,臺南市,臺南市,安南測站,83.7,49.0,1,0,0,0.3333333333333333,0
2026-07-15 21:00:00,安南測站,臺南市,臺南市,安南測站,77.4,51.8,1,0,0,0.3333333333333333,0
2026-07-15 22:00:00,安南測站,臺南市,臺南市,安南測站,82.0,43.4,1,0,0,0.3333333333333333,0
2026-07-15 23:00:00,安南測站,臺南市,臺南市,安南測站,76.8,42.1,1,0,0,0.3333333333333333,0
2026-07-16 00:00:00,安南測站,臺南市,臺南市,安南測站,75.3,46.2,1,0,0,0.3333333333333333,0
2026-07-16 01:00:00,安南測站,臺南市,臺南市,安南測站,72.3,44.6,1,0,0,0.3333333333333333,0
2026-07-16 02:00:00,安南測站,臺南市,臺南市,安南測站,82.6,41.8,1,0,0,0.3333333333333333,0
2026-07-16 03:00:00,安南測站,臺南市,臺南市,安南測站,82.0,48.9,1,0,0,0.3333333333333333,0
2026-07-16 04:00:00,安南測站,臺南市,臺南市,安南測站,77.1,50.6,1,0,0,0.3333333333333333,0
2026-07-16 05:00:00,安南測站,臺南市,臺南市,安南測站,86.2,47.5,1,0,0,0.3333333333333333,0
2026-07-16 06:00:00,安南測站,臺南市,臺南市,安南測站,96.2,49.4,1,0,0,0.3333333333333333,0
2026-07-16 07:00:00,安南測站,臺南市,臺南市,安南測站,85.7,48.4,1,0,0,0.3333333333333333,0
2026-07-16 08:00:00,安南測站,臺南市,臺南市,安南測站,90.4,47.4,1,0,0,0.3333333333333333,0
2026-07-16 09:00:00,安南測站,臺南市,臺南市,安南測站,88.6,44.9,1,0,0,0.3333333333333333,0
2026-07-16 10:00:00,安南測站,臺南市,臺南市,安南測站,87.4,50.7,1,0,0,0.3333333333333333,0
2026-07-16 11:00:00,安南測站,臺南市,臺南市,安南測站,85.2,48.7,1,0,0,0.3333333333333333,0
2026-07-16 12:00:00,安南測站,臺南市,臺南市,安南測站,76.6,45.7,1,0,0,0.3333333333333333,0
2026-07-16 13:00:00,安南測站,臺南市,臺南市,安南測站,90.0,45.1,1,0,0,0.3333333333333333,0
2026-07-16 14:00:00,安南測站,臺南市,臺南市,安南測站,82.5,48.3,1,0,0,0.3333333333333333,0
2026-07-16 15:00:00,安南測站,臺南市,臺南市,安南測站,75.5,41.8,1,0,0,0.3333333333333333,0
2026-07-16 16:00:00,安南測站,臺南市,臺南市,安南測站,84.1,50.2,1,0,0,0.3333333333333333,0
2026-07-16 17:00:00,安南測站,臺南市,臺南市,安南測站,94.5,51.8,1,1,1,1.0,1
2026-07-16 18:00:00,安南測站,臺南市,臺南市,安南測站,92.7,52.5,1,0,0,0.3333333333333333,0
2026-07-16 19:00:00,安南測站,臺南市,臺南市,安南測站,83.1,51.1,1,0,0,0.3333333333333333,0
2026-07-16 20:00:00,安南測站,臺南市,臺南市,安南測站,92.6,51.3,1,1,1,1.0,1
2026-07-16 21:00:00,安南測站,臺南市,臺南市,安南測站,86.9,49.5,1,1,0,0.6666666666666666,1
2026-07-16 22:00:00,安南測站,臺南市,臺南市,安南測站,88.3,51.5,1,0,0,0.3333333333333333,0
2026-07-16 23:00:00,安南測站,臺南市,臺南市,安南測站,88.5,48.0,1,0,0,0.3333333333333333,0
2026-07-17 00:00:00,安南測站,臺南市,臺南市,安南測站,88.0,48.4,1,0,0,0.3333333333333333,0
2026-07-17 01:00:00,安南測站,臺南市,臺南市,安南測站,86.8,54.3,1,0,0,0.3333333333333333,0
2026-07-17 02:00:00,安南測站,臺南市,臺南市,安南測站,80.3,48.8,1,0,0,0.3333333333333333,0
2026-07-17 03:00:00,安南測站,臺南市,臺南市,安南測站,78.8,42.4,1,0,0,0.3333333333333333,0
2026-07-17 04:00:00,安南測站,臺南市,臺南市,安南測站,84.3,48.0,1,0,0,0.3333333333333333,0
2026-07-17 05:00:00,安南測站,臺南市,臺南市,安南測站,87.8,53.1,1,0,0,0.3333333333333333,0
2026-07-17 06:00:00,安南測站,臺南市,臺南市,安南測站,97.5,55.8,1,0,0,0.3333333333333333,0
2026-07-17 07:00:00,安南測站,臺南市,臺南市,安南測站,89.1,47.1,1,0,0,0.3333333333333333,0
2026-07-17 08:00:00,安南測站,臺南市,臺南市,安南測站,97.8,51.5,1,0,0,0.3333333333333333,0
2026-07-17 09:00:00,安南測站,臺南市,臺南市,安南測站,93.7,53.0,1,0,0,0.3333333333333333,0
2026-07-17 10:00:00,安南測站,臺南市,臺南市,安南測站,96.8,53.0,1,0,0,0.3333333333333333,0
2026-07-17 11:00:00,安南測站,臺南市,臺南市,安南測站,96.1,52.4,1,0,0,0.3333333333333333,0
2026-07-17 12:00:00,安南測站,臺南市,臺南市,安南測站,78.1,38.4,1,1,1,1.0,1
2026-07-17 13:00:00,安南測站,臺南市,臺南市,安南測站,80.4,43.4,1,0,0,0.3333333333333333,0
2026-07-17 14:00:00,安南測站,臺南市,臺南市,安南測站,76.8,48.5,1,0,0,0.3333333333333333,0
2026-07-17 15:00:00,安南測站,臺南市,臺南市,安南測站,87.3,59.0,1,0,1,0.6666666666666666,1
2026-07-17 16:00:00,安南測站,臺南市,臺南市,安南測站,88.7,49.7,1,0,0,0.3333333333333333,0
2026-07-17 17:00:00,安南測站,臺南市,臺南市,安南測站,84.3,50.8,1,0,0,0.3333333333333333,0
2026-07-17 18:00:00,安南測站,臺南市,臺南市,安南測站,93.1,42.9,1,0,1,0.6666666666666666,1
2026-07-17 19:00:00,安南測站,臺南市,臺南市,安南測站,83.4,51.4,1,0,1,0.6666666666666666,1
2026-07-17 20:00:00,安南測站,臺南市,臺南市,安南測站,91.9,48.3,1,0,0,0.3333333333333333,0
2026-07-17 21:00:00,安南測站,臺南市,臺南市,安南測站,90.8,49.6,1,0,0,0.3333333333333333,0
2026-07-17 22:00:00,安南測站,臺南市,臺南市,安南測站,84.4,47.3,1,0,0,0.3333333333333333,0
2026-07-17 23:00:00,安南測站,臺南市,臺南市,安南測站,85.4,50.1,1,0,0,0.3333333333333333,0
2026-07-18 00:00:00,安南測站,臺南市,臺南市,安南測站,70.9,43.8,1,0,0,0.3333333333333333,0
2026-07-18 01:00:00,安南測站,臺南市,臺南市,安南測站,66.6,45.7,1,0,0,0.3333333333333333,0
2026-07-18 02:00:00,安南測站,臺南市,臺南市,安南測站,66.4,42.4,1,0,0,0.3333333333333333,0
2026-07-18 03:00:00,安南測站,臺南市,臺南市,安南測站,72.6,42.6,1,1,0,0.6666666666666666,1
2026-07-18 04:00:00,安南測站,臺南市,臺南市,安南測站,81.1,45.5,1,0,0,0.3333333333333333,0
2026-07-18 05:00:00,安南測站,臺南市,臺南市,安南測站,77.5,45.8,1,0,0,0.3333333333333333,0
2026-07-18 06:00:00,安南測站,臺南市,臺南市,安南測站,78.4,48.9,1,0,0,0.3333333333333333,0
2026-07-18 07:00:00,安南測站,臺南市,臺南市,安南測站,82.9,45.6,1,0,0,0.3333333333333333,0
2026-07-18 08:00:00,安南測站,臺南市,臺南市,安南測站,81.5,42.5,1,0,0,0.3333333333333333,0
2026-07-18 09:00:00,安南測站,臺南市,臺南市,安南測站,81.2,46.6,1,0,0,0.3333333333333333,0
2026-07-18 10:00:00,安南測站,臺南市,臺南市,安南測站,79.5,43.0,1,0,0,0.3333333333333333,0
2026-07-18 11:00:00,安南測站,臺南市,臺南市,安南測站,70.0,43.3,1,0,0,0.3333333333333333,0
2026-07-18 12:00:00,安南測站,臺南市,臺南市,安南測站,72.1,42.7,1,0,0,0.3333333333333333,0
2026-07-18 13:00:00,安南測站,臺南市,臺南市,安南測站,70.7,48.0,1,0,0,0.3333333333333333,0
2026-07-18 14:00:00,安南測站,臺南市,臺南市,安南測站,74.4,42.1,1,0,0,0.3333333333333333,0
2026-07-18 15:00:00,安南測站,臺南市,臺南市,安南測站,80.0,49.0,1,0,0,0.3333333333333333,0
2026-07-18 16:00:00,安南測站,臺南市,臺南市,安南測站,66.6,40.0,1,0,0,0.3333333333333333,0
2026-07-18 17:00:00,安南測站,臺南市,臺南市,安南測站,86.3,43.0,1,0,0,0.3333333333333333,0
2026-07-18 18:00:00,安南測站,臺南市,臺南市,安南測站,71.8,40.5,1,0,0,0.3333333333333333,0
2026-07-18 19:00:00,安南測站,臺南市,臺南市,安南測站,81.1,47.2,1,0,0,0.3333333333333333,0
2026-07-18 20:00:00,安南測站,臺南市,臺南市,安南測站,77.3,48.3,1,0,0,0.3333333333333333,0
2026-07-18 21:00:00,安南測站,臺南市,臺南市,安南測站,67.9,47.6,1,0,0,0.3333333333333333,0
2026-07-18 22:00:00,安南測站,臺南市,臺南市,安南測站,65.8,41.1,1,0,0,0.3333333333333333,0
2026-07-18 23:00:00,安南測站,臺南市,臺南市,安南測站,74.2,43.9,1,0,0,0.3333333333333333,0
2026-07-19 00:00:00,安南測站,臺南市,臺南市,安南測站,74.0,43.3,1,0,0,0.3333333333333333,0
2026-07-19 01:00:00,安南測站,臺南市,臺南市,安南測站,66.1,42.3,1,0,0,0.3333333333333333,0
2026-07-19 02:00:00,安南測站,臺南市,臺南市,安南測站,78.7,44.2,1,0,0,0.3333333333333333,0
2026-07-19 03:00:00,安南測站,臺南市,臺南市,安南測站,70.2,45.0,1,0,0,0.3333333333333333,0
2026-07-19 04:00:00,安南測站,臺南市,臺南市,安南測站,68.3,41.8,1,0,0,0.3333333333333333,0
2026-07-19 05:00:00,安南測站,臺南市,臺南市,安南測站,72.4,45.9,1,0,0,0.3333333333333333,0
2026-07-19 06:00:00,安南測站,臺南市,臺南市,安南測站,74.8,43.7,1,0,0,0.3333333333333333,0
2026-07-19 07:00:00,安南測站,臺南市,臺南市,安南測站,69.8,40.7,1,0,0,0.3333333333333333,0
2026-07-19 08:00:00,安南測站,臺南市,臺南市,安南測站,85.5,44.1,1,0,0,0.3333333333333333,0
2026-07-19 09:00:00,安南測站,臺南市,臺南市,安南測站,74.2,43.6,1,0,0,0.3333333333333333,0
2026-07-19 10:00:00,安南測站,臺南市,臺南市,安南測站,68.6,39.4,1,0,0,0.3333333333333333,0
2026-07-19 11:00:00,安南測站,臺南市,臺南市,安南測站,66.2,44.5,1,0,0,0.3333333333333333,0
2026-07-19 12:00:00,安南測站,臺南市,臺南市,安南測站,69.9,40.2,1,0,0,0.3333333333333333,0
2026-07-19 13:00:00,安南測站,臺南市,臺南市,安南測站,63.7,37.2,1,0,0,0.3333333333333333,0
2026-07-19 14:00:00,安南測站,臺南市,臺南市,安南測站,64.1,42.8,1,0,0,0.3333333333333333,0
2026-07-19 15:00:00,安南測站,臺南市,臺南市,安南測站,63.8,43.1,1,0,0,0.3333333333333333,0
2026-07-19 16:00:00,安南測站,臺南市,臺南市,安南測站,74.0,42.7,1,0,0,0.3333333333333333,0
2026-07-19 17:00:00,安南測站,臺南市,臺南市,安南測站,68.6,40.6,1,0,0,0.3333333333333333,0
2026-07-19 18:00:00,安南測站,臺南市,臺南市,安南測站,77.2,40.5,1,0,0,0.3333333333333333,0
2026-07-19 19:00:00,安南測站,臺南市,臺南市,安南測站,78.5,48.5,1,0,0,0.3333333333333333,0
2026-07-19 20:00:00,安南測站,臺南市,臺南市,安南測站,67.5,39.7,1,0,0,0.3333333333333333,0
