datetime,site_name,county,aqi,pm25,pm10,o3,co,wind_speed,wind_directions,data_source,county_display,site_name_display
2026-07-15 22:00:00,安南測站,臺南市,82.0,43.4,87.6,61.4,0.715,2.15,153.1,Sample Data,臺南市,安南測站
2026-07-15 23:00:00,安南測站,臺南市,76.8,42.1,68.8,50.5,0.559,1.28,3.7,Sample Data,臺南市,安南測站
2026-07-16 00:00:00,安南測站,臺南市,75.3,46.2,71.0,50.7,0.58,1.89,237.8,Sample Data,臺南市,安南測站
2026-07-16 01:00:00,安南測站,臺南市,72.3,44.6,71.0,52.1,0.645,2.06,313.0,Sample Data,臺南市,安南測站
2026-07-16 02:00:00,安南測站,臺南市,82.6,41.8,74.1,44.4,0.677,2.96,221.9,Sample Data,臺南市,安南測站
2026-07-16 03:00:00,安南測站,臺南市,82.0,48.9,88.0,47.7,0.65,1.77,270.5,Sample Data,臺南市,安南測站
2026-07-16 04:00:00,安南測站,臺南市,77.1,50.6,90.5,35.6,0.753,2.17,67.1,Sample Data,臺南市,安南測站
2026-07-16 05:00:00,安南測站,臺南市,86.2,47.5,74.1,33.6,0.655,1.84,241.9,Sample Data,臺南市,安南測站
2026-07-16 06:00:00,安南測站,臺南市,96.2,49.4,94.5,45.4,0.762,1.05,305.8,Sample Data,臺南市,安南測站
2026-07-16 07:00:00,安南測站,臺南市,85.7,48.4,71.1,40.7,0.7,3.29,326.5,Sample Data,臺南市,安南測站
2026-07-16 08:00:00,安南測站,臺南市,90.4,47.4,100.5,44.4,0.766,2.48,325.5,Sample Data,臺南市,安南測站
2026-07-16 09:00:00,安南測站,臺南市,88.6,44.9,79.7,46.2,0.779,2.38,293.3,Sample Data,臺南市,安南測站
2026-07-16 10:00:00,安南測站,臺南市,87.4,50.7,79.7,44.7,0.677,2.22,184.9,Sample Data,臺南市,安南測站
2026-07-16 11:00:00,安南測站,臺南市,85.2,48.7,75.0,44.5,0.672,0.89,206.4,Sample Data,臺南市,安南測站
2026-07-16 12:00:00,安南測站,臺南市,76.6,45.7,66.8,55.8,0.633,3.19,187.0,Sample Data,臺南市,安南測站
2026-07-16 13:00:00,安南測站,臺南市,90.0,45.1,61.4,62.9,0.696,2.58,243.8,Sample Data,臺南市,安南測站
2026-07-16 14:00:00,安南測站,臺南市,82.5,48.3,74.5,53.6,0.699,3.44,199.1,Sample Data,臺南市,安南測站
2026-07-16 15:00:00,安南測站,臺南市,75.5,41.8,61.9,50.0,0.638,2.37,238.0,Sample Data,臺南市,安南測站
2026-07-16 16:00:00,安南測站,臺南市,84.1,50.2,90.2,60.8,0.663,2.99,243.0,Sample Data,臺南市,安南測站
2026-07-16 17:00:00,安南測站,臺南市,94.5,51.8,93.6,60.9,0.687,0.44,192.8,Sample Data,臺南市,安南測站
2026-07-16 18:00:00,安南測站,臺南市,92.7,52.5,90.5,59.1,0.712,1.28,117.7,Sample Data,臺南市,安南測站
2026-07-16 19:00:00,安南測站,臺南市,83.1,51.1,94.4,59.5,0.606,1.98,270.7,Sample Data,臺南市,安南測站
2026-07-16 20:00:00,安南測站,臺南市,92.6,51.3,88.3,60.2,0.861,0.55,197.2,Sample Data,臺南市,安南測站
2026-07-16 21:00:00,安南測站,臺南市,86.9,49.5,94.2,68.3,0.667,1.33,336.0,Sample Data,臺南市,安南測站
2026-07-16 22:00:00,安南測站,臺南市,88.3,51.5,69.8,58.8,0.625,2.19,281.9,Sample Data,臺南市,安南測站
2026-07-16 23:00:00,安南測站,臺南市,88.5,48.0,70.1,60.5,0.735,1.46,278.2,Sample Data,臺南市,安南測站
2026-07-17 00:00:00,安南測站,臺南市,88.0,48.4,85.3,56.5,0.658,1.32,280.7,Sample Data,臺南市,安南測站
2026-07-17 01:00:00,安南測站,臺南市,86.8,54.3,82.5,59.9,0.746,0.64,198.3,Sample Data,臺南市,安南測站
2026-07-17 02:00:00,安南測站,臺南市,80.3,48.8,73.3,50.9,0.521,2.65,305.7,Sample Data,臺南市,安南測站
2026-07-17 03:00:00,安南測站,臺南市,78.8,42.4,66.9,43.9,0.666,1.3,314.5,Sample Data,臺南市,安南測站
2026-07-17 04:00:00,安南測站,臺南市,84.3,48.0,87.3,49.9,0.661,2.61,306.5,Sample Data,臺南市,安南測站
2026-07-17 05:00:00,安南測站,臺南市,87.8,53.1,84.6,41.0,0.734,1.84,228.7,Sample Data,臺南市,安南測站
2026-07-17 06:00:00,安南測站,臺南市,97.5,55.8,87.5,53.1,0.768,2.19,275.8,Sample Data,臺南市,安南測站
2026-07-17 07:00:00,安南測站,臺南市,89.1,47.1,75.0,45.0,0.705,1.27,2.2,Sample Data,臺南市,安南測站
2026-07-17 08:00:00,安南測站,臺南市,97.8,51.5,89.9,43.8,0.669,1.98,293.9,Sample Data,臺南市,安南測站
2026-07-17 09:00:00,安南測站,臺南市,93.7,53.0,91.6,47.3,0.739,1.03,344.8,Sample Data,臺南市,安南測站
2026-07-17 10:00:00,安南測站,臺南市,96.8,53.0,92.8,49.2,0.739,2.85,275.6,Sample Data,臺南市,安南測站
2026-07-17 11:00:00,安南測站,臺南市,96.1,52.4,107.9,55.6,0.782,1.87,248.7,Sample Data,臺南市,安南測站
2026-07-17 12:00:00,安南測站,臺南市,78.1,38.4,54.8,45.9,0.703,2.08,32.2,Sample Data,臺南市,安南測站
2026-07-17 13:00:00,安南測站,臺南市,80.4,43.4,88.7,54.7,0.633,1.38,15.2,Sample Data,臺南市,安南測站
2026-07-17 14:00:00,安南測站,臺南市,76.8,48.5,96.1,55.8,0.67,1.97,10.8,Sample Data,臺南市,安南測站
2026-07-17 15:00:00,安南測站,臺南市,87.3,59.0,106.0,60.3,0.694,2.59,236.6,Sample Data,臺南市,安南測站
2026-07-17 16:00:00,安南測站,臺南市,88.7,49.7,76.0,53.1,0.722,3.03,231.9,Sample Data,臺南市,安南測站
2026-07-17 17:00:00,安南測站,臺南市,84.3,50.8,79.9,59.1,0.661,3.1,354.0,Sample Data,臺南市,安南測站
2026-07-17 18:00:00,安南測站,臺南市,93.1,42.9,59.1,61.1,0.724,3.29,292.1,Sample Data,臺南市,安南測站
2026-07-17 19:00:00,安南測站,臺南市,83.4,51.4,104.4,65.8,0.763,1.46,232.5,Sample Data,臺南市,安南測站
2026-07-17 20:00:00,安南測站,臺南市,91.9,48.3,72.6,64.0,0.738,1.87,235.6,Sample Data,臺南市,安南測站
2026-07-17 21:00:00,安南測站,臺南市,90.8,49.6,78.6,60.7,0.677,2.01,6.9,Sample Data,臺南市,安南測站
2026-07-17 22:00:00,安南測站,臺南市,84.4,47.3,78.7,53.8,0.738,1.72,20.7,Sample Data,臺南市,安南測站
2026-07-17 23:00:00,安南測站,臺南市,85.4,50.1,84.3,55.2,0.719,0.57,29.4,Sample Data,臺南市,安南測站
2026-07-18 00:00:00,安南測站,臺南市,70.9,43.8,63.5,44.8,0.625,2.67,211.6,Sample Data,臺南市,安南測站
2026-07-18 01:00:00,安南測站,臺南市,66.6,45.7,69.3,43.9,0.633,1.47,319.4,Sample Data,臺南市,安南測站
2026-07-18 02:00:00,安南測站,臺南市,66.4,42.4,81.2,46.0,0.567,3.08,277.4,Sample Data,臺南市,安南測站
2026-07-18 03:00:00,安南測站,臺南市,72.6,42.6,83.1,48.9,0.63,0.2,309.3,Sample Data,臺南市,安南測站
2026-07-18 04:00:00,安南測站,臺南市,81.1,45.5,89.4,46.0,0.63,1.95,289.4,Sample Data,臺南市,安南測站
2026-07-18 05:00:00,安南測站,臺南市,77.5,45.8,72.2,38.6,0.722,2.79,332.3,Sample Data,臺南市,安南測站
2026-07-18 06:00:00,安南測站,臺南市,78.4,48.9,84.3,46.8,0.629,3.31,56.5,Sample Data,臺南市,安南測站
2026-07-18 07:00:00,安南測站,臺南市,82.9,45.6,87.5,38.5,0.701,1.38,326.4,Sample Data,臺南市,安南測站
2026-07-18 08:00:00,安南測站,臺南市,81.5,42.5,73.8,46.9,0.656,1.83,298.2,Sample Data,臺南市,安南測站
2026-07-18 09:00:00,安南測站,臺南市,81.2,46.6,86.7,50.9,0.69,1.43,292.1,Sample Data,臺南市,安南測站
2026-07-18 10:00:00,安南測站,臺南市,79.5,43.0,76.7,47.2,0.615,2.79,11.7,Sample Data,臺南市,安南測站
2026-07-18 11:00:00,安南測站,臺南市,70.0,43.3,67.2,44.2,0.686,2.94,1.5,Sample Data,臺南市,安南測站
2026-07-18 12:00:00,安南測站,臺南市,72.1,42.7,57.1,46.7,0.658,2.19,311.7,Sample Data,臺南市,安南測站
2026-07-18 13:00:00,安南測站,臺南市,70.7,48.0,71.7,55.9,0.752,1.92,349.5,Sample Data,臺南市,安南測站
2026-07-18 14:00:00,安南測站,臺南市,74.4,42.1,65.5,52.4,0.606,1.66,256.8,Sample Data,臺南市,安南測站
2026-07-18 15:00:00,安南測站,臺南市,80.0,49.0,81.5,45.3,0.624,1.95,309.5,Sample Data,臺南市,安南測站
2026-07-18 16:00:00,安南測站,臺南市,66.6,40.0,63.9,56.6,0.7,2.79,2.3,Sample Data,臺南市,安南測站
2026-07-18 17:00:00,安南測站,臺南市,86.3,43.0,61.3,62.6,0.699,1.26,335.0,Sample Data,臺南市,安南測站
2026-07-18 18:00:00,安南測站,臺南市,71.8,40.5,63.0,63.7,0.577,2.59,30.5,Sample Data,臺南市,安南測站
2026-07-18 19:00:00,安南測站,臺南市,81.1,47.2,89.0,54.9,0.703,2.05,338.3,Sample Data,臺南市,安南測站
2026-07-18 20:00:00,安南測站,臺南市,77.3,48.3,86.0,52.5,0.558,2.0,67.6,Sample Data,臺南市,安南測站
2026-07-18 21:00:00,安南測站,臺南市,67.9,47.6,81.9,53.6,0.653,1.62,19.9,Sample Data,臺南市,安南測站
2026-07-18 22:00:00,安南測站,臺南市,65.8,41.1,64.9,57.0,0.593,2.71,39.5,Sample Data,臺南市,安南測站
2026-07-18 23:00:00,安南測站,臺南市,74.2,43.9,76.2,51.8,0.658,3.85,339.2,Sample Data,臺南市,安南測站
2026-07-19 00:00:00,安南測站,臺南市,74.0,43.3,85.8,53.2,0.625,2.04,356.3,Sample Data,臺南市,安南測站
2026-07-19 01:00:00,安南測站,臺南市,66.1,42.3,59.1,46.6,0.658,2.98,40.3,Sample Data,臺南市,安南測站
2026-07-19 02:00:00,安南測站,臺南市,78.7,44.2,61.9,45.7,0.744,1.89,318.0,Sample Data,臺南市,安南測站
2026-07-19 03:00:00,安南測站,臺南市,70.2,45.0,81.7,39.0,0.605,2.65,41.0,Sample Data,臺南市,安南測站
2026-07-19 04:00:00,安南測站,臺南市,68.3,41.8,61.4,37.9,0.612,2.02,81.9,Sample Data,臺南市,安南測站
2026-07-19 05:00:00,安南測站,臺南市,72.4,45.9,65.6,37.8,0.585,1.85,101.9,Sample Data,臺南市,安南測站
2026-07-19 06:00:00,安南測站,臺南市,74.8,43.7,70.0,39.9,0.694,1.74,56.9,Sample Data,臺南市,安南測站
2026-07-19 07:00:00,安南測站,臺南市,69.8,40.7,69.0,38.8,0.694,2.08,40.5,Sample Data,臺南市,安南測站
2026-07-19 08:00:00,安南測站,臺南市,85.5,44.1,84.0,42.4,0.713,2.49,112.0,Sample Data,臺南市,安南測站
2026-07-19 09:00:00,安南測站,臺南市,74.2,43.6,63.4,41.0,0.655,3.52,331.7,Sample Data,臺南市,安南測站
2026-07-19 10:00:00,安南測站,臺南市,68.6,39.4,66.0,44.1,0.667,1.91,102.7,Sample Data,臺南市,安南測站
2026-07-19 11:00:00,安南測站,臺南市,66.2,44.5,68.5,46.3,0.534,2.78,125.9,Sample Data,臺南市,安南測站
2026-07-19 12:00:00,安南測站,臺南市,69.9,40.2,68.2,46.9,0.619,3.27,0.7,Sample Data,臺南市,安南測站
2026-07-19 13:00:00,安南測站,臺南市,63.7,37.2,69.7,59.3,0.635,2.58,89.0,Sample Data,臺南市,安南測站
2026-07-19 14:00:00,安南測站,臺南市,64.1,42.8,70.9,49.2,0.59,3.57,70.8,Sample Data,臺南市,安南測站
2026-07-19 15:00:00,安南測站,臺南市,63.8,43.1,68.0,45.3,0.576,1.94,69.1,Sample Data,臺南市,安南測站
2026-07-19 16:00:00,安南測站,臺南市,74.0,42.7,82.0,53.8,0.763,2.39,15.7,Sample Data,臺南市,安南測站
2026-07-19 17:00:00,安南測站,臺南市,68.6,40.6,62.2,50.5,0.59,3.09,58.4,Sample Data,臺南市,安南測站
2026-07-19 18:00:00,安南測站,臺南市,77.2,40.5,62.4,59.2,0.596,3.62,359.8,Sample Data,臺南市,安南測站
2026-07-19 19:00:00,安南測站,臺南市,78.5,48.5,72.5,66.0,0.777,2.01,101.7,Sample Data,臺南市,安南測站
2026-07-19 20:00:00,安南測站,臺南市,67.5,39.7,73.0,49.1,0.624,2.5,62.9,Sample Data,臺南市,安南測站
2026-07-19 21:00:00,安南測站,臺南市,64.3,43.7,70.6,57.0,0.544,2.05,132.4,Sample Data,臺南市,安南測站
2026-07-19 22:00:00,安南測站,臺南市,58.9,41.8,67.8,52.4,0.563,1.98,37.2,Sample Data,臺南市,安南測站
2026-07-19 23:00:00,安南測站,臺南市,64.2,46.3,68.8,49.1,0.564,2.04,120.8,Sample Data,臺南市,安南測站
2026-07-20 00:00:00,安南測站,臺南市,76.4,52.1,101.1,53.6,0.628,1.46,123.1,Sample Data,臺南市,安南測站
2026-07-20 01:00:00,安南測站,臺南市,81.9,47.5,78.4,49.8,0.613,2.12,148.6,Sample Data,臺南市,安南測站
2026-07-20 02:00:00,安南測站,臺南市,68.0,33.5,55.2,41.7,0.566,2.57,91.6,Sample Data,臺南市,安南測站
2026-07-20 03:00:00,安南測站,臺南市,76.4,48.2,89.9,45.1,0.636,0.95,222.3,Sample Data,臺南市,安南測站
2026-07-20 04:00:00,安南測站,臺南市,76.2,43.9,65.8,40.3,0.64,0.67,94.0,Sample Data,臺南市,安南測站
2026-07-20 05:00:00,安南測站,臺南市,72.6,43.9,65.3,46.4,0.6,1.59,28.0,Sample Data,臺南市,安南測站
2026-07-20 06:00:00,安南測站,臺南市,75.8,41.0,63.0,44.0,0.714,1.58,106.9,Sample Data,臺南市,安南測站
2026-07-20 07:00:00,安南測站,臺南市,89.1,48.9,89.7,46.9,0.725,2.99,125.2,Sample Data,臺南市,安南測站
2026-07-20 08:00:00,安南測站,臺南市,87.0,47.3,84.7,36.3,0.727,1.33,70.4,Sample Data,臺南市,安南測站
2026-07-20 09:00:00,安南測站,臺南市,89.2,51.3,63.1,46.6,0.738,2.37,160.9,Sample Data,臺南市,安南測站
2026-07-20 10:00:00,安南測站,臺南市,78.3,44.6,85.6,44.5,0.67,2.71,60.6,Sample Data,臺南市,安南測站
2026-07-20 11:00:00,安南測站,臺南市,67.7,42.1,75.1,37.2,0.661,1.72,228.6,Sample Data,臺南市,安南測站
2026-07-20 12:00:00,安南測站,臺南市,77.1,42.3,76.2,47.6,0.644,2.5,172.9,Sample Data,臺南市,安南測站
2026-07-20 13:00:00,安南測站,臺南市,70.1,43.2,83.0,49.9,0.622,1.88,113.9,Sample Data,臺南市,安南測站
2026-07-20 14:00:00,安南測站,臺南市,69.6,45.5,72.5,50.7,0.612,2.27,100.2,Sample Data,臺南市,安南測站
2026-07-20 15:00:00,安南測站,臺南市,79.2,45.1,82.7,56.3,0.628,2.04,241.0,Sample Data,臺南市,安南測站
2026-07-20 16:00:00,安南測站,臺南市,79.3,46.1,85.6,54.7,0.62,2.14,192.2,Sample Data,臺南市,安南測站
2026-07-20 17:00:00,安南測站,臺南市,90.3,44.3,68.7,64.1,0.673,0.87,86.8,Sample Data,臺南市,安南測站
2026-07-20 18:00:00,安南測站,臺南市,83.3,48.6,89.5,64.0,0.677,2.28,333.1,Sample Data,臺南市,安南測站
2026-07-20 19:00:00,安南測站,臺南市,84.2,45.1,78.3,61.3,0.689,3.11,239.6,Sample Data,臺南市,安南測站
2026-07-20 20:00:00,安南測站,臺南市,81.4,44.6,66.5,62.6,0.689,3.98,249.0,Sample Data,臺南市,安南測站
2026-07-20 21:00:00,安南測站,臺南市,74.2,43.3,60.1,56.8,0.574,3.36,234.7,Sample Data,臺南市,安南測站
2026-07-20 22:00:00,安南測站,臺南市,76.6,44.4,85.6,51.8,0.592,1.97,197.7,Sample Data,臺南市,安南測站
2026-07-20 23:00:00,安南測站,臺南市,74.6,46.3,73.4,51.4,0.566,1.62,160.8,Sample Data,臺南市,安南測站
2026-07-21 00:00:00,安南測站,臺南市,73.2,46.1,74.7,49.4,0.618,1.98,166.3,Sample Data,臺南市,安南測站
2026-07-21 01:00:00,安南測站,臺南市,79.3,40.3,72.1,48.5,0.579,1.89,198.3,Sample Data,臺南市,安南測站
2026-07-21 02:00:00,安南測站,臺南市,79.8,42.6,69.8,45.6,0.66,0.69,136.7,Sample Data,臺南市,安南測站
2026-07-21 03:00:00,安南測站,臺南市,79.4,48.9,85.9,46.6,0.594,3.04,120.1,Sample Data,臺南市,安南測站
2026-07-21 04:00:00,安南測站,臺南市,80.7,43.6,90.5,42.8,0.75,1.41,106.2,Sample Data,臺南市,安南測站
2026-07-21 05:00:00,安南測站,臺南市,78.9,54.6,94.2,44.3,0.631,4.06,220.2,Sample Data,臺南市,安南測站
2026-07-21 06:00:00,安南測站,臺南市,86.9,50.8,87.0,42.0,0.743,1.13,194.3,Sample Data,臺南市,安南測站
2026-07-21 07:00:00,安南測站,臺南市,88.2,43.4,72.0,37.1,0.771,2.35,220.0,Sample Data,臺南市,安南測站
2026-07-21 08:00:00,安南測站,臺南市,91.3,45.6,76.3,41.5,0.724,1.35,228.8,Sample Data,臺南市,安南測站
2026-07-21 09:00:00,安南測站,臺南市,92.4,44.3,61.6,37.9,0.69,3.93,249.6,Sample Data,臺南市,安南測站
2026-07-21 10:00:00,安南測站,臺南市,93.2,51.2,99.6,44.4,0.747,2.78,248.5,Sample Data,臺南市,安南測站
2026-07-21 11:00:00,安南測站,臺南市,89.2,51.2,92.2,56.3,0.734,1.74,148.1,Sample Data,臺南市,安南測站
2026-07-21 12:00:00,安南測站,臺南市,77.5,42.7,74.8,52.2,0.654,2.22,151.9,Sample Data,臺南市,安南測站
2026-07-21 13:00:00,安南測站,臺南市,77.6,39.0,61.5,44.0,0.72,2.44,225.6,Sample Data,臺南市,安南測站
2026-07-21 14:00:00,安南測站,臺南市,84.3,50.1,84.1,56.3,0.703,2.9,153.3,Sample Data,臺南市,安南測站
2026-07-21 15:00:00,安南測站,臺南市,81.1,47.6,71.1,55.6,0.711,2.03,255.1,Sample Data,臺南市,安南測站
2026-07-21 16:00:00,安南測站,臺南市,89.7,48.6,89.6,54.9,0.746,1.18,184.3,Sample Data,臺南市,安南測站
2026-07-21 17:00:00,安南測站,臺南市,96.4,46.5,82.2,66.0,0.702,1.52,221.6,Sample Data,臺南市,安南測站
2026-07-21 18:00:00,安南測站,臺南市,98.3,47.6,86.4,56.5,0.702,1.83,232.1,Sample Data,臺南市,安南測站
2026-07-21 19:00:00,安南測站,臺南市,84.0,48.2,75.3,66.6,0.697,1.38,326.1,Sample Data,臺南市,安南測站
2026-07-21 20:00:00,安南測站,臺南市,85.8,48.1,74.7,58.2,0.668,1.94,212.4,Sample Data,臺南市,安南測站
2026-07-21 21:00:00,安南測站,臺南市,91.2,45.1,66.2,60.1,0.763,0.93,274.2,Sample Data,臺南市,安南測站
2026-07-21 22:00:00,安南測站,臺南市,77.8,44.1,74.4,53.5,0.732,2.33,270.2,Sample Data,臺南市,安南測站
2026-07-21 23:00:00,安南測站,臺南市,77.5,47.8,79.1,48.6,0.626,2.24,217.3,Sample Data,臺南市,安南測站
2026-07-22 00:00:00,安南測站,臺南市,95.2,48.4,84.5,57.1,0.803,2.01,240.0,Sample Data,臺南市,安南測站
2026-07-22 01:00:00,安南測站,臺南市,77.3,49.2,74.3,40.0,0.642,1.89,154.6,Sample Data,臺南市,安南測站
2026-07-22 02:00:00,安南測站,臺南市,87.7,46.4,88.7,46.7,0.766,3.16,227.3,Sample Data,臺南市,安南測站
2026-07-22 03:00:00,安南測站,臺南市,77.8,39.2,56.6,46.6,0.622,1.62,230.1,Sample Data,臺南市,安南測站
2026-07-22 04:00:00,安南測站,臺南市,77.3,43.9,85.7,43.4,0.594,2.94,255.2,Sample Data,臺南市,安南測站
2026-07-22 05:00:00,安南測站,臺南市,93.2,50.1,94.9,48.0,0.726,2.56,355.3,Sample Data,臺南市,安南測站
2026-07-22 06:00:00,安南測站,臺南市,85.6,49.4,99.6,41.0,0.667,1.65,236.8,Sample Data,臺南市,安南測站
2026-07-22 07:00:00,安南測站,臺南市,88.9,48.0,89.4,43.4,0.712,1.82,276.8,Sample Data,臺南市,安南測站
2026-07-22 08:00:00,安南測站,臺南市,93.6,51.8,98.6,39.5,0.761,1.56,225.8,Sample Data,臺南市,安南測站
2026-07-22 09:00:00,安南測站,臺南市,87.3,44.3,83.8,41.5,0.585,2.29,217.7,Sample Data,臺南市,安南測站
2026-07-22 10:00:00,安南測站,臺南市,93.1,48.1,98.6,49.4,0.661,1.19,183.9,Sample Data,臺南市,安南測站
2026-07-22 11:00:00,安南測站,臺南市,98.6,48.1,73.2,45.8,0.75,1.66,329.1,Sample Data,臺南市,安南測站
2026-07-22 12:00:00,安南測站,臺南市,87.7,46.3,65.2,40.5,0.684,2.02,225.1,Sample Data,臺南市,安南測站
2026-07-22 13:00:00,安南測站,臺南市,77.0,45.4,70.0,47.8,0.659,1.78,264.1,Sample Data,臺南市,安南測站
2026-07-22 14:00:00,安南測站,臺南市,74.7,44.8,70.5,58.6,0.644,2.1,321.5,Sample Data,臺南市,安南測站
2026-07-22 15:00:00,安南測站,臺南市,96.5,50.9,95.2,55.1,0.643,3.1,18.5,Sample Data,臺南市,安南測站
2026-07-22 16:00:00,安南測站,臺南市,83.9,44.4,61.4,56.8,0.644,1.8,222.8,Sample Data,臺南市,安南測站
2026-07-22 17:00:00,安南測站,臺南市,95.0,53.4,99.9,64.1,0.732,3.14,230.6,Sample Data,臺南市,安南測站
2026-07-22 18:00:00,安南測站,臺南市,96.0,49.7,83.6,72.2,0.727,2.23,280.1,Sample Data,臺南市,安南測站
2026-07-22 19:00:00,安南測站,臺南市,88.9,44.9,80.9,61.1,0.706,1.45,319.4,Sample Data,臺南市,安南測站
2026-07-22 20:00:00,安南測站,臺南市,80.2,43.9,83.6,52.1,0.603,0.7,263.0,Sample Data,臺南市,安南測站
2026-07-22 21:00:00,安南測站,臺南市,82.5,49.7,72.5,59.6,0.651,3.79,282.5,Sample Data,臺南市,安南測站
2026-07-22 22:00:00,安南測站,臺南市,84.6,49.8,85.4,55.5,0.697,2.14,310.3,Sample Data,臺南市,安南測站
2026-07-22 23:00:00,安南測站,臺南市,75.5,50.7,85.7,51.7,0.561,2.73,319.8,Sample Data,臺南市,安南測站
2026-07-23 00:00:00,安南測站,臺南市,80.4,43.8,86.2,56.7,0.705,1.04,313.8,Sample Data,臺南市,安南測站
2026-07-23 01:00:00,安南測站,臺南市,81.4,44.3,70.2,56.3,0.608,2.15,318.4,Sample Data,臺南市,安南測站
2026-07-23 02:00:00,安南測站,臺南市,79.1,45.0,67.0,44.9,0.659,1.25,356.2,Sample Data,臺南市,安南測站
2026-07-23 03:00:00,安南測站,臺南市,76.4,43.5,68.1,43.2,0.702,1.5,0.4,Sample Data,臺南市,安南測站
2026-07-23 04:00:00,安南測站,臺南市,85.0,50.9,88.5,41.4,0.725,2.73,292.5,Sample Data,臺南市,安南測站
2026-07-23 05:00:00,安南測站,臺南市,84.3,55.4,110.9,49.6,0.806,2.25,47.9,Sample Data,臺南市,安南測站
2026-07-23 06:00:00,安南測站,臺南市,81.1,46.5,61.0,35.2,0.688,2.43,284.7,Sample Data,臺南市,安南測站
2026-07-23 07:00:00,安南測站,臺南市,96.4,46.8,66.9,45.5,0.784,2.44,23.9,Sample Data,臺南市,安南測站
2026-07-23 08:00:00,安南測站,臺南市,93.0,45.5,79.0,44.1,0.705,2.21,321.3,Sample Data,臺南市,安南測站
2026-07-23 09:00:00,安南測站,臺南市,87.2,52.8,104.6,39.6,0.729,1.53,353.1,Sample Data,臺南市,安南測站
2026-07-23 10:00:00,安南測站,臺南市,138.3,60.4,108.5,53.2,0.908,1.48,257.1,Sample Data,臺南市,安南測站
2026-07-23 11:00:00,安南測站,臺南市,71.8,41.8,78.4,45.5,0.659,3.51,355.8,Sample Data,臺南市,安南測站
2026-07-23 12:00:00,安南測站,臺南市,78.7,45.8,81.6,51.0,0.701,2.51,83.1,Sample Data,臺南市,安南測站
2026-07-23 13:00:00,安南測站,臺南市,77.5,43.8,79.2,45.0,0.618,1.37,21.9,Sample Data,臺南市,安南測站
2026-07-23 14:00:00,安南測站,臺南市,79.7,40.8,82.5,54.8,0.682,1.67,21.8,Sample Data,臺南市,安南測站
2026-07-23 15:00:00,安南測站,臺南市,79.5,43.7,65.0,48.4,0.593,2.0,322.4,Sample Data,臺南市,安南測站
2026-07-23 16:00:00,安南測站,臺南市,80.5,41.5,76.2,60.6,0.72,2.56,26.6,Sample Data,臺南市,安南測站
2026-07-23 17:00:00,安南測站,臺南市,84.7,44.6,83.3,57.1,0.71,1.59,340.3,Sample Data,臺南市,安南測站
2026-07-23 18:00:00,安南測站,臺南市,88.9,49.6,71.3,61.6,0.611,1.48,308.4,Sample Data,臺南市,安南測站
2026-07-23 19:00:00,安南測站,臺南市,83.7,50.4,92.7,57.1,0.641,3.48,24.7,Sample Data,臺南市,安南測站
2026-07-23 20:00:00,安南測站,臺南市,81.8,40.3,69.3,57.2,0.676,2.19,57.0,Sample Data,臺南市,安南測站
2026-07-23 21:00:00,安南測站,臺南市,68.5,40.1,75.4,53.7,0.611,1.77,37.6,Sample Data,臺南市,安南測站
2026-07-23 22:00:00,安南測站,臺南市,78.3,46.0,75.2,53.6,0.697,1.55,335.0,Sample Data,臺南市,安南測站
2026-07-23 23:00:00,安南測站,臺南市,73.6,44.6,84.8,54.0,0.585,1.21,55.3,Sample Data,臺南市,安南測站
2026-07-24 00:00:00,安南測站,臺南市,68.7,49.9,82.9,50.5,0.663,0.61,329.8,Sample Data,臺南市,安南測站
2026-07-24 01:00:00,安南測站,臺南市,78.3,50.3,88.2,50.2,0.677,2.26,35.7,Sample Data,臺南市,安南測站
2026-07-24 02:00:00,安南測站,臺南市,63.6,41.1,69.1,35.9,0.612,2.96,358.3,Sample Data,臺南市,安南測站
2026-07-24 03:00:00,安南測站,臺南市,71.9,42.8,85.5,45.5,0.676,2.98,35.6,Sample Data,臺南市,安南測站
2026-07-24 04:00:00,安南測站,臺南市,87.5,52.7,89.4,37.6,0.698,3.2,201.0,Sample Data,臺南市,安南測站
2026-07-24 05:00:00,安南測站,臺南市,74.4,45.9,85.9,36.9,0.767,1.99,346.6,Sample Data,臺南市,安南測站
2026-07-24 06:00:00,安南測站,臺南市,76.8,43.0,72.3,41.1,0.679,3.21,91.4,Sample Data,臺南市,安南測站
2026-07-24 07:00:00,安南測站,臺南市,89.2,46.6,75.5,42.8,0.724,2.35,330.4,Sample Data,臺南市,安南測站
2026-07-24 08:00:00,安南測站,臺南市,81.7,45.9,73.3,40.9,0.674,1.77,118.6,Sample Data,臺南市,安南測站
2026-07-24 09:00:00,安南測站,臺南市,87.4,47.1,78.0,48.1,0.649,2.58,101.2,Sample Data,臺南市,安南測站
2026-07-24 10:00:00,安南測站,臺南市,72.7,44.0,62.1,43.4,0.643,2.2,330.8,Sample Data,臺南市,安南測站
2026-07-24 11:00:00,安南測站,臺南市,78.3,45.8,79.8,45.3,0.671,1.46,154.7,Sample Data,臺南市,安南測站
2026-07-24 12:00:00,安南測站,臺南市,70.4,42.8,85.7,44.3,0.636,2.7,65.5,Sample Data,臺南市,安南測站
2026-07-24 13:00:00,安南測站,臺南市,76.5,41.6,72.4,51.6,0.532,2.09,8.2,Sample Data,臺南市,安南測站
