datetime,site_name,county,aqi,pm25,pm10,o3,co,wind_speed,wind_directions
2026-07-24 04:00:00,松山測站,臺北市,53.2,27.2,42.4,35.1,0.503,3.55,86.3
2026-07-24 05:00:00,松山測站,臺北市,58.1,31.9,51.7,36.5,0.519,2.54,110.0
2026-07-24 06:00:00,松山測站,臺北市,52.7,33.6,60.1,35.1,0.527,1.89,129.9
2026-07-24 07:00:00,松山測站,臺北市,58.4,29.2,42.2,37.9,0.523,4.19,177.7
2026-07-24 08:00:00,松山測站,臺北市,70.0,37.2,68.5,28.6,0.591,2.66,140.3
2026-07-24 09:00:00,松山測站,臺北市,63.3,37.1,63.5,34.3,0.527,3.49,140.5
2026-07-24 10:00:00,松山測站,臺北市,55.1,29.4,40.5,32.3,0.467,2.33,105.4
2026-07-24 11:00:00,松山測站,臺北市,60.6,33.4,55.0,,0.586,2.89,135.8
2026-07-24 12:00:00,松山測站,臺北市,58.9,32.2,54.2,35.1,0.574,2.92,175.6
2026-07-24 13:00:00,松山測站,臺北市,55.6,30.3,49.1,45.6,0.517,3.24,98.4
2026-07-24 14:00:00,松山測站,臺北市,51.7,35.3,56.2,46.4,0.534,0.59,100.1
2026-07-24 15:00:00,松山測站,臺北市,56.6,30.5,53.4,47.4,0.497,2.67,135.0
2026-07-24 16:00:00,松山測站,臺北市,59.1,31.3,39.9,49.6,0.561,1.87,205.5
2026-07-24 17:00:00,松山測站,臺北市,66.8,33.9,49.1,54.1,0.594,2.18,172.9
2026-07-24 18:00:00,松山測站,臺北市,67.8,30.6,42.3,59.1,0.615,2.65,83.4
2026-07-24 19:00:00,松山測站,臺北市,72.2,33.5,61.6,53.1,0.597,2.36,322.2
2026-07-24 20:00:00,松山測站,臺北市,62.6,37.8,68.9,50.4,0.631,1.32,256.0
2026-07-24 21:00:00,松山測站,臺北市,59.7,24.4,41.7,51.8,0.6,1.81,99.2
2026-07-24 22:00:00,松山測站,臺北市,56.6,31.7,64.7,47.1,0.565,2.49,88.4
2026-07-24 23:00:00,松山測站,臺北市,49.6,29.9,47.7,40.0,0.361,,171.7
2026-07-25 00:00:00,松山測站,臺北市,54.6,28.5,57.4,44.2,0.519,2.49,209.8
2026-07-25 01:00:00,松山測站,臺北市,49.2,32.7,48.3,50.2,0.484,2.15,179.4
2026-07-25 02:00:00,松山測站,臺北市,49.9,28.8,45.6,40.8,0.4,3.85,177.9
2026-07-25 03:00:00,松山測站,臺北市,53.0,26.6,36.6,44.6,0.503,3.02,153.2
2026-07-25 04:00:00,松山測站,臺北市,48.8,29.0,45.5,30.6,0.415,1.79,147.4
2026-07-25 05:00:00,松山測站,臺北市,45.2,26.7,38.1,38.3,0.516,2.73,139.8
2026-07-25 06:00:00,松山測站,臺北市,49.4,26.4,41.9,37.3,0.547,2.02,199.4
2026-07-25 07:00:00,松山測站,臺北市,59.7,31.7,54.2,35.0,0.625,1.38,165.6
2026-07-25 08:00:00,松山測站,臺北市,60.7,31.9,52.6,39.1,,1.78,208.8
2026-07-25 09:00:00,松山測站,臺北市,57.4,30.8,46.7,31.8,0.562,1.49,141.1
2026-07-25 10:00:00,松山測站,臺北市,53.0,29.4,52.6,39.0,0.478,2.11,225.0
2026-07-25 11:00:00,松山測站,臺北市,51.9,29.6,48.7,39.4,0.607,2.39,277.9
2026-07-25 12:00:00,松山測站,臺北市,56.3,27.1,46.8,38.3,0.544,2.88,285.0
2026-07-25 13:00:00,松山測站,臺北市,55.1,29.9,57.4,43.9,0.551,3.94,287.2
2026-07-25 14:00:00,松山測站,臺北市,58.6,29.2,42.3,43.9,0.584,2.67,162.1
2026-07-25 15:00:00,松山測站,臺北市,62.8,33.4,51.7,51.3,0.628,2.13,270.5
2026-07-25 16:00:00,松山測站,臺北市,60.7,28.6,61.7,56.3,0.585,3.44,286.1
2026-07-25 17:00:00,松山測站,臺北市,65.9,31.1,49.3,52.7,0.561,2.5,139.1
2026-07-25 18:00:00,松山測站,臺北市,67.3,31.3,46.0,54.5,0.562,2.19,337.9
2026-07-25 19:00:00,松山測站,臺北市,69.8,35.8,65.2,61.0,0.571,2.21,136.8
2026-07-25 20:00:00,松山測站,臺北市,66.1,40.1,52.9,57.7,0.55,1.85,274.5
2026-07-25 21:00:00,松山測站,臺北市,59.2,30.7,52.1,51.0,0.506,2.18,261.7
2026-07-25 22:00:00,松山測站,臺北市,55.2,27.0,33.6,48.4,0.512,2.57,276.9
2026-07-25 23:00:00,松山測站,臺北市,60.8,30.4,49.9,42.8,0.664,1.38,272.1
2026-07-26 00:00:00,松山測站,臺北市,56.6,32.4,65.2,40.2,0.546,2.05,214.7
2026-07-26 01:00:00,松山測站,臺北市,56.9,34.9,68.4,44.4,0.506,2.26,238.5
2026-07-26 02:00:00,松山測站,臺北市,51.3,31.6,40.2,33.9,0.546,1.94,274.6
2026-07-26 03:00:00,松山測站,臺北市,59.0,28.3,55.2,41.6,0.54,1.76,232.9
2026-07-26 04:00:00,松山測站,臺北市,49.9,32.6,57.4,34.5,0.465,2.24,119.7
2026-07-26 05:00:00,松山測站,臺北市,57.1,31.2,49.0,41.1,0.593,3.31,264.1
2026-07-26 06:00:00,松山測站,臺北市,66.3,29.5,47.1,31.3,0.54,2.32,224.7
2026-07-26 07:00:00,松山測站,臺北市,67.0,28.7,52.8,41.4,0.547,2.3,329.1
2026-07-26 08:00:00,松山測站,臺北市,69.0,35.0,48.8,38.7,0.608,2.09,254.6
2026-07-26 09:00:00,松山測站,臺北市,65.4,33.8,64.8,34.7,0.581,2.12,298.7
2026-07-26 10:00:00,松山測站,臺北市,50.5,32.8,64.7,34.4,0.518,3.87,266.7
2026-07-26 11:00:00,松山測站,臺北市,63.8,33.4,58.7,44.8,0.549,1.66,249.9
2026-07-26 12:00:00,松山測站,臺北市,56.2,30.8,65.7,37.8,0.511,1.44,39.7
2026-07-26 13:00:00,松山測站,臺北市,56.9,33.1,56.1,46.3,0.538,3.19,58.2
2026-07-26 14:00:00,松山測站,臺北市,51.4,27.3,47.5,49.3,0.518,2.54,249.1
2026-07-26 15:00:00,松山測站,臺北市,62.4,31.8,64.6,49.3,0.565,2.38,340.7
2026-07-26 16:00:00,松山測站,臺北市,68.8,36.3,63.0,50.7,0.64,2.4,221.8
2026-07-26 17:00:00,松山測站,臺北市,61.3,32.5,56.6,55.0,0.64,2.57,307.5
2026-07-26 18:00:00,松山測站,臺北市,59.1,32.2,56.8,51.3,0.545,2.7,331.4
2026-07-26 19:00:00,松山測站,臺北市,59.6,33.7,53.8,52.0,0.618,1.23,315.2
2026-07-26 20:00:00,松山測站,臺北市,67.7,32.0,56.5,62.1,0.598,2.33,26.5
2026-07-26 21:00:00,松山測站,臺北市,60.1,29.8,57.2,50.3,0.461,2.36,233.6
2026-07-26 22:00:00,松山測站,臺北市,62.7,33.6,56.1,44.5,0.524,3.08,80.7
2026-07-26 23:00:00,松山測站,臺北市,56.9,31.4,51.8,57.0,0.542,3.92,37.6
2026-07-27 00:00:00,松山測站,臺北市,50.7,28.2,45.7,44.8,0.671,1.77,336.6
2026-07-27 01:00:00,松山測站,臺北市,62.3,32.9,55.1,46.0,0.602,2.6,358.4
2026-07-27 02:00:00,松山測站,臺北市,66.0,36.7,61.2,41.8,0.583,2.5,303.7
2026-07-27 03:00:00,松山測站,臺北市,54.2,27.4,44.0,33.2,0.488,2.2,259.5
2026-07-27 04:00:00,松山測站,臺北市,61.2,34.9,61.6,41.1,0.536,1.84,41.8
2026-07-27 05:00:00,松山測站,臺北市,65.3,35.5,44.9,44.0,0.611,3.04,0.3
2026-07-27 06:00:00,松山測站,臺北市,64.3,32.6,57.7,40.9,0.507,1.96,94.5
2026-07-27 07:00:00,松山測站,臺北市,64.6,32.8,50.3,34.2,0.578,2.93,306.6
2026-07-27 08:00:00,松山測站,臺北市,73.1,38.0,62.3,52.5,0.681,2.45,299.8
2026-07-27 09:00:00,松山測站,臺北市,66.6,38.3,65.9,42.0,0.534,2.65,282.7
2026-07-27 10:00:00,松山測站,臺北市,55.4,32.0,51.6,39.5,0.571,1.77,348.2
2026-07-27 11:00:00,松山測站,臺北市,51.6,24.4,38.1,41.9,0.581,2.08,29.5
2026-07-27 12:00:00,松山測站,臺北市,53.7,25.4,40.2,39.3,0.635,1.42,21.1
2026-07-27 13:00:00,松山測站,臺北市,51.5,33.1,54.3,39.1,0.487,3.16,100.4
2026-07-27 14:00:00,松山測站,臺北市,59.4,29.6,55.0,47.6,0.636,1.89,3.7
2026-07-27 15:00:00,松山測站,臺北市,61.8,34.0,63.9,53.9,0.634,3.44,108.2
2026-07-27 16:00:00,松山測站,臺北市,61.8,31.9,61.9,47.9,0.522,2.72,2.2
2026-07-27 17:00:00,松山測站,臺北市,63.2,36.4,74.5,45.9,0.594,2.84,291.0
2026-07-27 18:00:00,松山測站,臺北市,60.8,30.1,50.2,62.0,0.529,2.76,48.7
2026-07-27 19:00:00,松山測站,臺北市,64.7,34.7,60.7,59.6,0.535,2.89,70.1
2026-07-27 20:00:00,松山測站,臺北市,61.5,36.1,69.0,54.5,0.472,2.32,347.2
2026-07-27 21:00:00,松山測站,臺北市,50.9,34.5,62.9,48.3,0.537,3.21,341.5
2026-07-27 22:00:00,松山測站,臺北市,54.6,33.7,55.4,48.3,0.533,2.12,37.6
2026-07-27 23:00:00,松山測站,臺北市,62.9,32.1,66.3,48.0,0.67,2.37,131.0
2026-07-28 00:00:00,松山測站,臺北市,56.1,32.4,49.0,46.7,0.592,2.44,18.6
2026-07-28 01:00:00,松山測站,臺北市,50.9,33.2,56.3,40.0,0.541,3.59,102.0
2026-07-28 02:00:00,松山測站,臺北市,45.7,28.2,42.8,45.5,0.426,1.46,356.4
2026-07-28 03:00:00,松山測站,臺北市,53.3,32.7,57.6,31.8,0.593,2.27,85.2
2026-07-28 04:00:00,松山測站,臺北市,45.8,29.0,51.4,28.7,0.499,1.83,75.8
2026-07-28 05:00:00,松山測站,臺北市,58.0,35.8,66.4,42.1,0.474,2.86,103.7
2026-07-28 06:00:00,松山測站,臺北市,92.7,43.1,65.9,44.3,0.757,1.53,16.3
2026-07-28 07:00:00,松山測站,臺北市,61.6,35.8,53.1,37.7,0.519,3.09,5.4
2026-07-28 08:00:00,松山測站,臺北市,59.3,30.5,60.2,38.1,0.562,1.48,100.0
2026-07-28 09:00:00,松山測站,臺北市,60.5,36.0,59.2,37.2,0.633,2.51,52.0
2026-07-28 10:00:00,松山測站,臺北市,52.4,35.9,67.8,39.0,0.437,3.39,100.3
2026-07-28 11:00:00,松山測站,臺北市,57.7,33.5,44.5,39.4,0.506,2.77,113.4
2026-07-28 12:00:00,松山測站,臺北市,58.7,33.2,48.2,40.4,0.583,2.15,86.8
2026-07-28 13:00:00,松山測站,臺北市,45.7,26.3,52.0,37.5,0.531,2.22,75.9
2026-07-28 14:00:00,松山測站,臺北市,58.9,34.5,73.6,44.2,0.511,1.91,64.0
2026-07-28 15:00:00,松山測站,臺北市,41.9,27.4,52.1,46.4,0.449,3.05,120.8
2026-07-28 16:00:00,松山測站,臺北市,52.5,29.1,39.0,46.5,0.534,1.84,55.8
2026-07-28 17:00:00,松山測站,臺北市,52.7,31.2,60.5,51.0,0.454,2.06,64.6
2026-07-28 18:00:00,松山測站,臺北市,57.9,32.1,57.7,49.2,0.59,2.88,45.7
2026-07-28 19:00:00,松山測站,臺北市,63.1,32.7,62.6,55.6,0.569,2.33,53.5
2026-07-28 20:00:00,松山測站,臺北市,59.4,32.1,63.8,48.9,0.518,0.86,127.1
2026-07-28 21:00:00,松山測站,臺北市,47.6,29.8,60.5,44.9,0.503,3.73,193.3
2026-07-28 22:00:00,松山測站,臺北市,56.7,32.6,60.6,49.9,0.578,2.0,92.5
2026-07-28 23:00:00,松山測站,臺北市,51.6,31.1,44.6,42.0,0.607,4.25,129.6
2026-07-29 00:00:00,松山測站,臺北市,43.6,26.1,55.1,38.4,0.481,2.76,155.6
2026-07-29 01:00:00,松山測站,臺北市,48.6,25.0,41.5,41.8,0.532,2.22,64.5
2026-07-29 02:00:00,松山測站,臺北市,55.6,32.5,67.9,37.4,,2.57,83.0
2026-07-29 03:00:00,松山測站,臺北市,54.7,30.6,58.0,39.9,0.587,2.75,142.4
2026-07-29 04:00:00,松山測站,臺北市,53.2,30.2,56.3,35.6,0.618,3.43,154.8
2026-07-29 05:00:00,松山測站,臺北市,55.6,31.1,56.5,36.5,0.556,2.79,173.7
2026-07-29 06:00:00,松山測站,臺北市,53.9,28.9,60.4,33.2,0.531,2.41,127.7
2026-07-29 07:00:00,松山測站,臺北市,63.8,40.9,65.2,30.2,0.56,3.21,151.1
2026-07-29 08:00:00,松山測站,臺北市,41.5,30.0,41.4,37.8,0.339,3.3,131.5
2026-07-29 09:00:00,松山測站,臺北市,50.1,31.4,50.8,37.1,0.498,1.23,173.1
2026-07-29 10:00:00,松山測站,臺北市,67.0,37.5,57.8,37.0,0.519,2.34,159.6
2026-07-29 11:00:00,松山測站,臺北市,47.9,31.8,58.3,36.8,0.41,2.33,141.4
2026-07-29 12:00:00,松山測站,臺北市,54.3,32.2,,42.4,0.589,2.41,161.5
2026-07-29 13:00:00,松山測站,臺北市,52.6,28.7,50.5,44.7,0.532,2.29,129.0
2026-07-29 14:00:00,松山測站,臺北市,52.1,25.6,45.4,48.8,0.502,3.83,129.1
2026-07-29 15:00:00,松山測站,臺北市,52.5,27.6,57.1,53.1,0.56,1.87,252.6
2026-07-29 16:00:00,松山測站,臺北市,58.1,31.1,59.3,59.7,0.569,2.15,122.4
2026-07-29 17:00:00,松山測站,臺北市,53.5,30.0,53.7,51.2,0.485,2.65,214.7
2026-07-29 18:00:00,松山測站,臺北市,66.2,34.4,71.1,42.7,0.614,4.12,79.0
2026-07-29 19:00:00,松山測站,臺北市,62.1,32.9,52.6,56.4,0.583,2.93,165.9
2026-07-29 20:00:00,松山測站,臺北市,77.0,36.9,59.8,55.8,0.704,1.24,49.3
2026-07-29 21:00:00,松山測站,臺北市,58.8,36.2,63.9,45.1,0.583,2.88,73.0
2026-07-29 22:00:00,松山測站,臺北市,62.6,35.3,67.4,54.6,0.604,2.97,74.0
2026-07-29 23:00:00,松山測站,臺北市,48.7,27.5,45.3,48.0,0.568,3.35,129.0
2026-06-30 00:00:00,板橋測站,新北市,58.5,33.5,49.2,56.6,0.587,2.0,286.0
2026-06-30 01:00:00,板橋測站,新北市,61.3,35.1,72.9,44.9,0.579,3.23,215.2
2026-06-30 02:00:00,板橋測站,新北市,63.1,38.5,59.3,43.9,0.589,3.28,153.0
2026-06-30 03:00:00,板橋測站,新北市,62.5,30.4,46.9,40.9,0.666,,138.8
2026-06-30 04:00:00,板橋測站,新北市,61.3,38.8,73.9,37.2,0.628,1.69,213.6
2026-06-30 05:00:00,板橋測站,新北市,78.5,39.5,64.0,39.9,0.584,2.64,256.5
2026-06-30 06:00:00,板橋測站,新北市,69.3,35.5,51.6,36.4,0.56,3.6,223.7
2026-06-30 07:00:00,板橋測站,新北市,78.0,41.4,68.7,41.6,0.638,2.47,219.8
2026-06-30 08:00:00,板橋測站,新北市,75.2,34.1,48.9,32.6,0.664,2.87,343.1
2026-06-30 09:00:00,板橋測站,新北市,73.7,36.1,65.5,41.4,0.59,2.09,98.2
2026-06-30 10:00:00,板橋測站,新北市,76.7,36.1,61.6,40.5,0.631,2.17,236.4
2026-06-30 11:00:00,板橋測站,新北市,76.1,40.5,79.3,46.8,0.64,2.89,272.0
2026-06-30 12:00:00,板橋測站,新北市,70.6,32.6,63.4,48.4,0.615,3.05,288.3
2026-06-30 13:00:00,板橋測站,新北市,73.3,41.2,72.0,45.9,0.547,2.02,291.9
2026-06-30 14:00:00,板橋測站,新北市,70.8,43.0,90.2,50.7,0.618,1.36,283.1
2026-06-30 15:00:00,板橋測站,新北市,68.1,34.4,68.6,56.1,0.586,2.26,221.7
2026-06-30 16:00:00,板橋測站,新北市,77.5,43.3,74.2,59.3,0.637,2.75,321.8
2026-06-30 17:00:00,板橋測站,新北市,86.3,44.3,84.7,61.7,0.775,2.35,256.0
2026-06-30 18:00:00,板橋測站,新北市,77.8,37.7,73.1,57.5,0.657,3.36,220.8
2026-06-30 19:00:00,板橋測站,新北市,77.0,35.9,68.2,64.7,0.657,2.58,228.6
2026-06-30 20:00:00,板橋測站,新北市,77.0,39.4,76.9,59.7,0.632,2.0,333.9
2026-06-30 21:00:00,板橋測站,新北市,85.3,36.9,54.2,58.7,0.731,2.48,252.5
2026-06-30 22:00:00,板橋測站,新北市,72.5,35.3,61.3,48.2,0.567,1.45,288.0
2026-06-30 23:00:00,板橋測站,新北市,70.2,38.7,51.9,54.7,0.475,3.12,148.7
2026-07-01 00:00:00,板橋測站,新北市,72.6,34.8,65.5,41.4,0.661,0.97,275.5
2026-07-01 01:00:00,板橋測站,新北市,67.5,36.6,67.3,41.1,0.663,2.01,177.9
2026-07-01 02:00:00,板橋測站,新北市,76.6,38.2,68.0,43.6,0.64,2.26,341.9
2026-07-01 03:00:00,板橋測站,新北市,71.0,37.6,62.3,48.5,0.619,1.98,230.0
2026-07-01 04:00:00,板橋測站,新北市,66.8,31.8,53.3,39.5,0.634,0.57,295.3
2026-07-01 05:00:00,板橋測站,新北市,70.7,35.5,54.7,31.4,0.663,2.43,249.7
2026-07-01 06:00:00,板橋測站,新北市,70.2,32.4,56.3,39.7,0.545,2.42,267.1
2026-07-01 07:00:00,板橋測站,新北市,83.3,41.8,79.6,37.8,0.605,1.96,295.6
2026-07-01 08:00:00,板橋測站,新北市,72.5,39.5,58.4,36.0,0.576,2.95,192.9
2026-07-01 09:00:00,板橋測站,新北市,84.2,39.7,65.0,42.7,0.712,1.14,306.4
2026-07-01 10:00:00,板橋測站,新北市,75.4,36.2,52.1,43.9,0.72,3.2,303.4
2026-07-01 11:00:00,板橋測站,新北市,69.9,34.9,68.3,39.7,0.651,3.76,281.6
2026-07-01 12:00:00,板橋測站,新北市,62.8,31.0,59.1,46.9,0.552,2.94,279.3
2026-07-01 13:00:00,板橋測站,新北市,65.5,34.5,66.7,46.0,0.624,1.95,233.1
2026-07-01 14:00:00,板橋測站,新北市,68.8,,54.9,50.1,0.632,3.43,313.5
2026-07-01 15:00:00,板橋測站,新北市,75.0,40.1,58.7,48.9,0.57,2.76,313.0
2026-07-01 16:00:00,板橋測站,新北市,74.7,30.2,48.2,63.3,0.563,1.64,178.8
2026-07-01 17:00:00,板橋測站,新北市,78.5,35.5,52.9,60.5,0.689,3.42,265.3
2026-07-01 18:00:00,板橋測站,新北市,78.7,35.0,49.4,60.2,0.705,2.84,259.6
2026-07-01 19:00:00,板橋測站,新北市,81.3,39.4,72.3,57.1,0.754,2.33,318.6
2026-07-01 20:00:00,板橋測站,新北市,72.3,44.7,73.8,55.7,0.613,2.34,273.4
2026-07-01 21:00:00,板橋測站,新北市,72.8,41.8,57.9,54.1,0.605,3.63,10.1
2026-07-01 22:00:00,板橋測站,新北市,73.1,36.8,48.2,57.8,0.653,3.12,306.4
2026-07-01 23:00:00,板橋測站,新北市,66.4,36.4,48.7,54.0,0.595,1.57,206.3
2026-07-02 00:00:00,板橋測站,新北市,65.6,40.1,80.0,56.6,0.59,2.99,299.2
2026-07-02 01:00:00,板橋測站,新北市,63.4,33.2,70.9,43.3,0.542,1.53,315.8
2026-07-02 02:00:00,板橋測站,新北市,74.6,44.2,79.9,42.2,0.685,2.41,295.0
2026-07-02 03:00:00,板橋測站,新北市,66.0,34.4,65.5,44.7,0.461,2.27,87.6
2026-07-02 04:00:00,板橋測站,新北市,72.7,31.9,44.7,48.7,0.638,1.69,337.9
2026-07-02 05:00:00,板橋測站,新北市,54.7,29.9,52.9,28.1,0.521,3.18,259.2
2026-07-02 06:00:00,板橋測站,新北市,72.0,37.5,62.8,38.6,0.666,1.31,329.9
2026-07-02 07:00:00,板橋測站,新北市,72.2,36.9,64.5,36.1,0.631,3.28,299.3
2026-07-02 08:00:00,板橋測站,新北市,76.7,37.8,51.0,46.1,0.606,2.9,313.8
2026-07-02 09:00:00,板橋測站,新北市,70.8,40.6,75.5,42.9,0.602,2.25,314.6
2026-07-02 10:00:00,板橋測站,新北市,74.2,35.7,67.7,42.3,0.671,2.23,337.6
2026-07-02 11:00:00,板橋測站,新北市,65.8,38.5,59.5,42.0,0.636,2.25,96.5
2026-07-02 12:00:00,板橋測站,新北市,63.0,34.4,47.6,39.3,0.554,3.15,358.2
2026-07-02 13:00:00,板橋測站,新北市,60.8,38.3,75.8,41.8,0.545,3.66,16.3
2026-07-02 14:00:00,板橋測站,新北市,62.5,37.1,70.9,48.8,0.624,1.55,6.7
2026-07-02 15:00:00,板橋測站,新北市,59.9,31.4,56.6,48.2,0.533,2.44,305.9
2026-07-02 16:00:00,板橋測站,新北市,70.0,40.2,60.5,55.4,0.512,2.64,182.6
2026-07-02 17:00:00,板橋測站,新北市,69.5,36.3,65.5,59.1,0.503,2.67,156.5
2026-07-02 18:00:00,板橋測站,新北市,74.0,34.3,47.5,62.1,0.584,2.27,330.8
2026-07-02 19:00:00,板橋測站,新北市,66.8,40.5,62.6,51.1,0.504,1.43,27.2
2026-07-02 20:00:00,板橋測站,新北市,71.6,35.5,63.0,55.6,0.567,,139.4
2026-07-02 21:00:00,板橋測站,新北市,54.9,32.1,51.5,53.8,0.602,2.52,57.3
2026-07-02 22:00:00,板橋測站,新北市,70.2,42.7,77.6,50.2,0.663,1.3,16.1
2026-07-02 23:00:00,板橋測站,新北市,60.6,33.0,58.5,49.2,0.547,3.1,46.2
2026-07-03 00:00:00,板橋測站,新北市,66.4,36.4,54.5,42.4,0.504,2.58,321.1
2026-07-03 01:00:00,板橋測站,新北市,65.2,35.7,63.7,48.8,0.55,1.64,104.4
2026-07-03 02:00:00,板橋測站,新北市,60.5,33.8,52.4,44.3,0.527,3.84,10.1
2026-07-03 03:00:00,板橋測站,新北市,66.5,35.4,73.1,46.7,,3.07,146.6
2026-07-03 04:00:00,板橋測站,新北市,57.9,34.0,49.5,45.0,0.505,1.77,136.6
2026-07-03 05:00:00,板橋測站,新北市,64.0,41.7,74.5,35.6,0.592,1.1,88.7
2026-07-03 06:00:00,板橋測站,新北市,65.8,35.6,64.6,40.7,0.535,2.68,168.1
2026-07-03 07:00:00,板橋測站,新北市,75.3,33.6,51.8,39.6,0.569,2.47,56.4
2026-07-03 08:00:00,板橋測站,新北市,79.1,38.2,57.8,37.0,0.693,2.9,7.3
2026-07-03 09:00:00,板橋測站,新北市,67.7,32.1,65.8,37.4,0.59,1.51,27.3
2026-07-03 10:00:00,板橋測站,新北市,72.4,37.6,73.3,35.3,0.574,3.19,58.2
2026-07-03 11:00:00,板橋測站,新北市,69.5,36.4,55.4,32.2,0.621,2.24,150.7
2026-07-03 12:00:00,板橋測站,新北市,62.9,31.7,56.8,48.4,0.567,1.73,82.8
2026-07-03 13:00:00,板橋測站,新北市,56.7,38.2,62.0,47.8,0.605,2.99,153.1
2026-07-03 14:00:00,板橋測站,新北市,61.6,35.3,64.7,47.9,0.659,3.51,77.6
2026-07-03 15:00:00,板橋測站,新北市,58.2,38.4,62.0,47.8,0.574,2.41,44.5
2026-07-03 16:00:00,板橋測站,新北市,63.8,36.1,68.7,57.5,0.632,2.16,125.6
2026-07-03 17:00:00,板橋測站,新北市,66.1,32.1,61.2,64.7,0.667,2.82,100.7
2026-07-03 18:00:00,板橋測站,新北市,67.5,33.2,48.4,55.4,0.496,1.92,76.4
2026-07-03 19:00:00,板橋測站,新北市,64.6,33.5,67.7,57.8,0.56,2.29,91.4
2026-07-03 20:00:00,板橋測站,新北市,59.3,31.9,58.5,49.1,0.56,2.49,347.5
2026-07-03 21:00:00,板橋測站,新北市,60.3,37.1,79.1,57.9,0.639,4.36,140.7
2026-07-03 22:00:00,板橋測站,新北市,59.4,37.2,68.3,48.6,0.583,1.95,64.2
2026-07-03 23:00:00,板橋測站,新北市,59.6,33.9,54.4,44.8,0.52,2.7,117.0
2026-07-04 00:00:00,板橋測站,新北市,55.3,35.5,62.8,47.0,0.598,3.11,128.7
2026-07-04 01:00:00,板橋測站,新北市,56.5,26.5,47.8,48.7,0.627,1.43,188.6
2026-07-04 02:00:00,板橋測站,新北市,44.4,27.2,40.7,32.5,0.524,3.08,172.0
2026-07-04 03:00:00,板橋測站,新北市,48.4,31.5,63.3,26.3,0.463,2.56,57.3
2026-07-04 04:00:00,板橋測站,新北市,50.2,31.7,53.4,38.7,0.507,2.21,110.9
2026-07-04 05:00:00,板橋測站,新北市,53.5,27.6,50.5,40.6,0.564,3.31,67.4
2026-07-04 06:00:00,板橋測站,新北市,55.3,29.6,60.7,41.1,0.486,2.14,121.8
2026-07-04 07:00:00,板橋測站,新北市,64.2,30.1,55.8,29.3,0.563,2.46,151.9
2026-07-04 08:00:00,板橋測站,新北市,62.5,33.9,58.5,34.4,0.58,2.63,226.5
2026-07-04 09:00:00,板橋測站,新北市,65.6,39.4,74.7,37.7,0.585,1.62,204.6
2026-07-04 10:00:00,板橋測站,新北市,62.5,34.1,56.8,42.1,0.51,2.27,134.8
2026-07-04 11:00:00,板橋測站,新北市,57.9,32.0,48.4,39.7,0.559,3.61,173.1
2026-07-04 12:00:00,板橋測站,新北市,53.7,32.8,53.4,40.5,0.481,3.48,165.6
2026-07-04 13:00:00,板橋測站,新北市,49.8,31.6,54.5,40.3,0.484,2.77,127.3
2026-07-04 14:00:00,板橋測站,新北市,52.2,28.5,46.6,44.1,0.538,3.03,188.6
2026-07-04 15:00:00,板橋測站,新北市,59.4,33.5,49.7,47.0,0.564,1.86,158.3
2026-07-04 16:00:00,板橋測站,新北市,54.9,28.2,54.0,46.7,0.487,2.76,231.6
2026-07-04 17:00:00,板橋測站,新北市,60.5,33.9,57.9,60.8,0.69,0.5,153.6
2026-07-04 18:00:00,板橋測站,新北市,60.3,33.7,55.1,53.3,0.521,2.28,190.3
2026-07-04 19:00:00,板橋測站,新北市,57.2,28.8,44.5,52.7,0.532,2.82,262.5
2026-07-04 20:00:00,板橋測站,新北市,63.8,30.8,55.0,53.6,0.498,2.92,108.3
2026-07-04 21:00:00,板橋測站,新北市,65.9,41.3,66.6,49.3,0.625,1.97,111.2
2026-07-04 22:00:00,板橋測站,新北市,55.3,31.9,61.4,47.1,0.63,,262.8
2026-07-04 23:00:00,板橋測站,新北市,50.9,32.2,45.8,50.4,0.598,3.35,154.7
2026-07-05 00:00:00,板橋測站,新北市,56.6,31.2,56.8,44.7,0.562,1.11,177.5
2026-07-05 01:00:00,板橋測站,新北市,63.6,38.6,51.8,47.7,0.467,3.13,171.3
2026-07-05 02:00:00,板橋測站,新北市,65.5,30.5,49.9,42.7,0.524,2.74,223.2
2026-07-05 03:00:00,板橋測站,新北市,65.8,38.8,73.3,36.5,0.667,1.78,270.4
2026-07-05 04:00:00,板橋測站,新北市,60.5,35.5,59.6,38.7,0.55,2.88,184.1
2026-07-05 05:00:00,板橋測站,新北市,56.1,35.3,58.1,34.4,0.487,3.67,280.1
2026-07-05 06:00:00,板橋測站,新北市,68.3,35.2,69.1,37.0,0.574,3.6,195.4
2026-07-05 07:00:00,板橋測站,新北市,76.9,34.3,68.3,40.4,0.633,1.36,260.5
2026-07-05 08:00:00,板橋測站,新北市,66.3,35.6,69.6,42.5,0.594,1.51,288.5
2026-07-05 09:00:00,板橋測站,新北市,66.8,32.7,51.4,33.1,0.567,2.83,186.4
2026-07-05 10:00:00,板橋測站,新北市,66.8,33.9,57.1,48.0,0.581,2.58,123.9
2026-07-05 11:00:00,板橋測站,新北市,69.5,35.2,61.5,45.3,0.644,1.96,273.1
2026-07-05 12:00:00,板橋測站,新北市,56.6,35.9,58.9,40.0,0.552,1.69,229.6
2026-07-05 13:00:00,板橋測站,新北市,60.6,32.9,50.6,42.7,0.562,1.69,348.0
